Conf;Ed;Paper;URL;Code;Suspicious;Live;Ref;DOI;Type;Validated
ICSE;2014;p515-nikzad.pdf;https://code.google.com/p/google-guice/;200;false;true;true;false;other;false
ICSE;2014;p515-nikzad.pdf;http:;404;false;false;false;false;other;false
ICSE;2014;p515-nikzad.pdf;https://github.com/roboguice/roboguice;200;false;true;true;false;github;false
ICSE;2014;p539-godefroid.pdf;http://dx.doi.org/10.1145/2568225.2568273;403;false;false;false;true;other;false
ICSE;2014;p539-godefroid.pdf;http://www.junit.org/;200;false;true;true;false;academic;false
ICSE;2014;p550-bell.pdf;http://dx.doi.org/10.1145/2568225.2568248;403;false;false;false;true;other;false
ICSE;2014;p550-bell.pdf;http://svn.apache.org/repos/;404;false;false;true;false;other;false
ICSE;2014;p550-bell.pdf;http://junit.org/;200;false;true;true;false;academic;false
ICSE;2014;p550-bell.pdf;http://www.ohloh.net;200;false;true;true;false;other;false
ICSE;2014;p550-bell.pdf;http://ant.apache.org/;200;false;true;true;false;other;false
ICSE;2014;p550-bell.pdf;http://maven.apache.org/;200;false;true;true;false;other;false
ICSE;2014;p550-bell.pdf;https://github.com/Programming-SystemsLab/vmvm;404;false;false;true;false;github;false
ICSE;2014;p550-bell.pdf;http://mice.cs.columbia.edu/getTechreport.php?;404;false;false;true;false;other;false
ICSE;2014;p550-bell.pdf;http://www.blackducksoftware.com/news/;200;false;true;true;false;other;false
ICSE;2014;p573-androutsopoulos.pdf;http://dx.doi.org/10.1145/2568225.2568314;403;false;false;false;true;other;false
ICSE;2014;p573-androutsopoulos.pdf;http://www.gnu.org/software/gdb/;200;false;true;true;false;other;false
ICSE;2014;p573-androutsopoulos.pdf;http://www.honeylocust.com/RngPack/;200;false;true;true;false;other;false
ICSE;2014;p573-androutsopoulos.pdf;http://gretl.sourceforge.net;200;false;true;true;false;other;false
ICSE;2014;p573-androutsopoulos.pdf;http://www.r-project.org;200;false;true;true;false;other;false
ICSE;2014;p584-cacho.pdf;http://dx.doi.org/10.1145/2568225.2568308;403;false;false;false;true;other;false
ICSE;2014;p584-cacho.pdf;http://research.microsoft.com/en-us/projects/cci/;404;false;false;true;false;other;false
ICSE;2014;p584-cacho.pdf;http://www.sourcegear.com/diffmerge/;200;false;true;true;false;other;false
ICSE;2014;p584-cacho.pdf;http://archive.msdn.microsoft.com/LOCCounter(01/09/201;443;false;false;true;false;other;false
ICSE;2014;p584-cacho.pdf;http://www.campwoodsw.com/sourcemonitor.html(01/09/20;404;false;false;true;false;other;false
ICSE;2014;p584-cacho.pdf;http://www.dimap.ufrn.br/~neliocacho/csharpstudy.html;200;false;true;true;false;other;false
ICSE;2014;p60-huang.pdf;http://dx.doi.org/10.1145/2568225.2568232;403;false;false;false;true;other;false
ICSE;2014;p60-huang.pdf;http://cseweb.ucsd.edu/~peh003/perfscope;200;false;true;false;false;other;false
ICSE;2014;p60-huang.pdf;http://cseweb.ucsd.edu/~peh003/perfscope;200;false;true;false;false;other;false
ICSE;2014;p60-huang.pdf;http://www.oracle.com/;200;false;true;true;false;other;false
ICSE;2014;p60-huang.pdf;https://code.google.com/p/;200;false;true;true;false;other;false
ICSE;2014;p60-huang.pdf;http://build;404;false;false;true;false;other;false
ICSE;2014;p60-huang.pdf;http://en.wikipedia.org/wiki/Code_;200;false;true;true;false;other;false
